PROGRAMA;NOMBRE_CONCURSO;CODIGO_PROYECTO;PALABRAS_CLAVES
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220261;"ECONOMICS OF CRIME ; SENTENCING, DETERRENCE. ; PRETRIAL DETENTION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220262;"DERECHO ADMINISTRATIVO ; RETROACTIVIDAD ; SEGURIDAD JURIDICA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220263;"SKILL GAPS ; PARENTAL INVESTMENTS AND BELIEFS ; CHILDREN'S ADULT OUTCOMES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220265;"HYBRID ROOTSTOCKS ; WATER DEFICIT TOLERANCE ; GRAFTED TREES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220266;"PHONONS IN DIAMOND ; COLOR CENTERS ; NON-MARKOVIANITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220267;"LANGUAGE CONTACT BETWEEN SPANISH AND AYMARA ; EVIDENTIALITY ; EPISTEMIC MODALITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220268;"VARIATIONAL ANALYSIS OF SPECTRAL SETS AND SPECTRAL FUNCTIONS ; COMMUTATION PRINCIPLE ; EUCLIDEAN JORDAN ALGEBRAS, NORMAL DECOMPOSITION SYSTEMS, FAN-THEOBALD-VON NEUMANN SYSTEMS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220269;"EXTREMAL COMBINATORICS ; HYPERGRAPHS ; CYCLES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220280;"HUMAN-PIG RELATIONSHIP ; MICROBIOTA-GUT-BRAIN AXIS ; BEHAVIOR AND PIG WELFARE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220283;"ENDEMIC CHILEAN HERBAL PLANTS ; CRYOCONCENTRATION ; THREE DIMENSIONAL FOOD PRINTING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220285;"EROSION ; INSAR ; FLUVIAL SEDIMENTS GEOCHEMISTRY ATACAMA DESERT"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220287;"SITE PROTECTION– LIGHT POLLUTION ; METHODS: OBSERVATIONAL - PHOTOMETRIC ; METHODS: COMPUTER MODELS - SIMULATIONS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220291;"FORMACION INICIAL DOCENTE ; EVALUACION DEL APRENDIZAJE ; ALFABETIZACION EN EVALUACION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220293;"AGENT BASED MODELLING ; SYNTHETIC BIOLOGY ; ARTIFICIAL INTELLIGENCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220294;"GENDER ECONOMICS, GENDER GAPS, FACULTY GENDER EFFECTS ; MALE-DOMINATED FIELDS, STEM ; ECONOMICS OF EDUCATION, ACADEMIC ACHIEVEMENT, POST-SECONDARY EDUCATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220295;"FORMACION INICIAL ; ALFABETIZACION ESTADISTICA ; PENSAMIENTO ESTADISTICO"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220303;"CLIENTELISM ; POLITICAL ECONOMY ; EXPERIMENTAL METHODS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220305;"ARBUSCULAR MYCORRHIZAL FUNGI AND ENDOPHYTE FUNGI ; ARAUCARIA ARAUCANA ; BURNED SOIL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220307;"ATLANTIC SALMON ; RESISTENCIA ; CALIGUS ROGERCRESSEYI"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220308;"TRATA DE PERSONAS ; EXPLOTACION CRIMINAL ; TRAFICO DE DROGAS TRANSFRONTERIZO"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220310;"PLACENTA ; TOXOPLASMA GONDII ; DAMAGE ASSOCIATED MOLECULAR PATTERNS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220317;"ENSEÑANZA Y APRENDIZAJE DE LAS CIENCIAS ; FORMACION INICIAL DE DOCENTES DE FISICA ; MODELIZACION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220320;"FFA1 RECEPTOR ; WOUND HEALING ; AGING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220325;"PHENOTYPING ; POTATO ; ROOT SYSTEM"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220327;"NEURODERECHOS ; FILOSOFIA DE LA NEUROCIENCIA ; NEUROCIENCIA COGNITIVA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220328;"NON-RELATIVISTIC GRAVITY ; SUPERGRAVITY THEORY ; LIE ALGEBRA EXPANSION METHOD"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220330;"MODULI SPACES ; SPACE OF NEGATIVELY CURVED METRICS ; NIELSEN REALIZATION PROBLEM"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220332;"COGNICION MORAL ; NEUROETICA ; ETICA PROFESIONAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220333;"RHEUMATOID ARTHRITIS ; SPECIALIZED PRO-RESOLVING MEDIATORS ; AEROBIC EXERCISE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220335;"BI-FUNCTIONAL ELECTRODE MATERIAL. ; SOFC MODE FOR ELECTRICITY GENERATION USING H2 FUEL. ; ELECTROLYTE SUPPORTED SYMMETRICAL SOLID OXIDE FUEL CELL (SSOFC) WITH SAME CATHODE AND ANODE."
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220336;"DEGRADATION OF THE THERMO-MECHANICAL PROPERTIES OF WOOD EXPOSED TO ELEVATED TEMPERATURES ; ASYMPTOTIC HOMOGENIZATION BASED THERMO-MECHANICAL MULTI-SCALE MODEL ; EXPERIMENTAL STUDY ON THE MICROSTRUCTURAL EVOLUTION AND  PROPERTIES OF WOOD AT ELEVATED TEMPERATURE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220339;"INDUSTRY 4.0 ; SMALL AND MEDIUM ENTERPRISES (SMES) ; INNOVATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220340;"GALACTIC DYNAMICS ; CHEMO-DYNAMICAL TAGGING ; GALACTIC ARCHAEOLOGY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220346;"USOS DE CONOCIMIENTO MATEMATICO ; CATEGORIA DE MODELACION ; SOCIOEPISTEMOLOGIA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220350;"SOCIOLOGIA POLITICA DE LA EDUCACION ; BIOPOLITICA DEL DISCURSO NEUROCIENTIFICO ; SUBJETIVIDAD PROFESIONAL DOCENTE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220353;"MAPEO DE MULTIPLES FUNCIONES ECOSISTEMICAS ; MULTIFUNCIONALIDAD DEL PAISAJE AUSTRAL ; HOSPOTS DE MULTIFUNCIONALIDAD DEL PAISAJE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220354;"-SKATOLE (3-METHYLINDOLE), A MALODOROUS COMPOUND PRESENT IN LIVESTOCK INDUSTRY WASTES ; -RHODOCOCCUS SPECIES, PROMISING BACTERIAL DEGRADERS OF PERSISTENT CONTAMINANTS ; -MICROBIAL METABOLISM OF HETEROCYCLIC AROMATIC COMPOUNDS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220358;"EDNA METABARCODING ; MTDNA AND NDNA GENETIC STRUCTURE ; SATELLITE AND TRADITIONAL TAGGING RESEARCH"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220363;"MATCHING MARKETS ; OPTIMALITY ; DISTRIBUTIONAL CONSTRAINTS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220368;"HYPERBRANCHED POLYMER ; SURFACE MODIFICATION ; BIOACTIVE MOLECULES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220370;"DISCRIMINACION ALGORITMICA ; ESTADO DE BIENESTAR DIGITAL ; PLATAFORMAS DIGITALES DE TRABAJO"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220371;"GENDER ; PRESIDENTIAL ELECTIONS ; LATIN AMERICA AND THE UNITED STATES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220378;"HISTORIA DEL ARTE LATINOAMERICANO ; VANGUARDIA ARTISTICA LATINOAMERICANA ; ESCRITURA LATINOAMERICANA SOBRE ARTES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220383;"THERMOPHOTOVOLTAICS ; NANOPHOTONICS ; OPTIMIZATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220385;"PEDAGOGICAL PRACTICES ; SOCIAL NETWORK ANALYSIS; ; SCIENCE AND MATHEMATICS EDUCATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220386;"TRIBUNALES CONSTITUCIONALES ; PROCEDIMIENTOS DECISORIOS ; CONSENSO JUDICIAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220388;"HYDROGEN SUPPLY CHAINS ; HEAT DECARBONISATION ; URBAN ENERGY SYSTEMS MODELLING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220389;"APRENDIZAJE A PARTIR DEL TEXTO ; COMPRENSION PROFUNDA ; ESTANDARES DE COHERENCIA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220393;"BRINKMAN-FORCHHEIMER EQUATIONS ; FINITE ELEMENT METHODS ; A PRIORI AND A POSTERIORI ERROR ANALYSIS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220397;"NATURAL DEEP EUTECTIC SOLVENTS (NADES) ; AGRICULTURAL PRODUCTS ; MICROENCAPSULATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220407;"PROCESO DE TOMA DE DECISION ; SISTEMA DE PROTECCION INFANTIL ; MALTRATO INFANTIL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220409;"ERGODIC THEORY ; THERMODYNAMIC FORMALISM ; DIMENSION THEORY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220417;"COLONIZACION ; FRONTERA AGRICOLA ; CONFLICTO Y VIOLENCIA SOCIAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220419;"POLITICAL ECONOMY AND ECOLOGY ; RELATIONAL ONTOLOGY ; COASTAL LIVELIHOODS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220420;"IONIC LIQUID EXTRACTANT ; LITHIUM BRINE PURIFICATION ; SIMULTANEOUS MAGNESIUM AND BORON EXTRACTION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220424;"FEEDBACK CORRECTIVO ESCRITO ; FEEDBACK CORRECTIVO DIRECTO, INDIRECTO Y METALINGÜISTICO ; APRENDIZAJE DE INGLES COMO SEGUNDA LENGUA."
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220425;"DESALINATION IMPACTS ; ACTINARIA ; BIOMARKER"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220427;"""URBAN WETLANDS MANAGEMENT"" ; ""ENVIRONMENTAL GOVERNANCE"" ; ""CONSERVATION PSYCHOLOGY"""
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220432;"INCLUSION EDUCATIVA ; TRABAJO COLABORATIVO ; COMUNIDAD EDUCATIVA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220434;"FAMILY ; PARENTAL INVOLVEMENT ; EARLY CHILDHOOD - ADOLESCENCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220438;"PROCEDURAL CONTENT GENERATION ; ARTIFICIAL INTELLIGENCE ; COMPUTER GAMES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220439;"PROFESION JURIDICA Y ABOGACIA ; MUJERES Y FEMINISMOS ; HISTORIA POLITICA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220462;"CLUSTER ROOTS (CR) ; PLANT GROWTH PROMOTING BACTERIA (PGPB) ; AL TOXICITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220463;"JOVENES MIGRANTES ; HIJOS DE MIGRANTES ; PROCESOS DE IDENTIFICACION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220464;"GEOSTATISTICAL MODELING ; DEPOSITS WITH NARROW GEOMETRY ; POLYMETALLIC VEIN DEPOSITS, TAILING DEPOSITS , CALICHE DEPOSITS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220465;"FLUID MECHANICS ; DYNAMICAL SYSTEMS ; DATA-SCIENCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220469;"NANOREINFORCED POST-CONSUMER POLYPROPYLENE ; ANTIOXIDANT BILAYER NANOCOMPOSITES ; RECYCLABILITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220471;"NEW ANIMAL FEED ; RUMEN MICROORGANISMS ; MEAT QUALITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220476;"ALGORITHMS ; COMPUTER VISION ; DEEP LEARNING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220478;"MOLLUSCA ; SEXUAL SYSTEM ; SIMULTANEOUS HERMAPHRODITISM"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220480;"PODER CONSTITUYENTE ; TEORIA CONSTITUCIONAL ; PROCESO CONSTITUYENTE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220481;"COPPER TOLERANCE ; MYCOBACTERIUM AVIUM SUBSP. PARATUBERCULOSIS ; CATTLE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220482;"SNOW MODELING ; LIGHT-ABSORBING IMPURITIES ; CLIMATE CHANGE AND REMOTE SENSING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220485;"FLEXIBLE WORKFLOWS ; LEARNING DESIGN ; COMPLIANCE EVALUATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220486;"CHERN-SIMONS (SUPER) GRAVITY ; ASYMPTOTIC SYMMETRIES ; MAXWELL (SUPER)ALGEBRAS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220493;"SUPPLY CHAIN DESIGN ; SUSTAINABILITY ; COMMON POOL RESOURCES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220494;"MEDIACION EXTRAJUDICIAL ONLINE ; ACCESO A LA JUSTICIA DE LOS CONSUMIDORES ; INTELIGENCIA ARTIFICIAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220497;"FAMILIAL HYPERCHOLESTEROLEMIA, ; FUNCTIONAL CHARACTERIZATION ; VARIANT OF UNCERTAIN SIGNIFICANCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220503;"FOOD ENVIRONMENT ; ELDERLY PERSONS ; DIET QUALITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220506;"PATENTS, STANDARDS,4G,5G,JOINT DEVELOPMENT OF TECHNOLOGY,COMPETITION, INNOVATION'S GEOGRAPHY ; COOPERATION  AND COMPETITION IN JOINT TECHNOLOGY DEVELOPMENT ; THE ECONOMIC VALUE FOR TECHNOLOGY DEVELOPERS OF HAVING TELECOMMUNICATION STANDARDS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220507;"SEDIMENT PROVENANCE ; SEDIMENT PATHWAYS ; MOUNTAIN CATCHMENT"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220508;"APPLE BITTER PIT ; XYLEMATIC TRANSPORT OF CALCIUM ; TRANSPIRATION WHITIN-PLANT"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220510;"OPTICAL FLOW ; BIOIMAGE ANALYSIS ; MULTI-OBJECTIVE OPTIMIZATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220512;"ELECTROCHEMISTRY ; LITHIUM-SULFUR BATTERIES ; ENERGY STORAGE DEVICES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220513;"INSAR ; ACTIVE TECTONICS ; EARTHQUAKES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220514;"MATHEMATICS EDUCATION ; TEACHER PROFESSIONAL DEVELOPMENT PROGRAMS ; TEACHERS' COMPETENCIES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220518;"EMERGING ORGANIC CONTAMINANTS ; NANOFILTRATION MEMBRANES ; POLYELECTROLITES;GRAPHENE OXIDE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220522;"INSTITUCIONALIZACION DE ENFERMOS MENTALES ; HOSPITALES PSIQUIATRICOS ; HISTORIA SOCIAL Y CULTURAL DE LA PSIQUIATRIA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220525;"RADIATIVE FORCING ; LIGHT ABSORBING PARTICLES ; CHILEAN CENTRAL ANDES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220530;"EARTHQUAKE ENGINEERING ; HIGH-FIDELITY MODELING ; UNCERTAINTY QUANTIFICATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220533;"DOMESTICATION ; SACCHAROMYCES CEREVISIAE ; TORC1 SIGNALLING PATHWAY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220544;"PHOTOCYCLIZED PYRIDINIUM SALTS ; ORGANIC SEMICONDUCTORS ; &#61552;-STACKED ASSEMBLIES."
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220545;"EDGE COMPUTING ; COMPACT DATA STRUCTURES ; ENERGY-AWARE ALGORITHMS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220549;"MICRORNA, EXOSOMES, GLYCOLITIC ; MESENCHYMAL STEM CELL ; OSTEOARTHRITIS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220556;"ALSTROEMERIA ; DIRECTIONAL INTROGRESSION ; SPECIES COMPLEX"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220562;"DISASTER ; CLIMATE CHANGE, SUSTAINABILITY ; PUBLIC POLICY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220563;"PERIODONTAL PATHOGENS ; GASTRIC CANCER ; IMMUNE CHECKPOINT INHIBITORS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220567;"HEEGNER POINTS ; MODULAR AND SHIMURA CURVES ; P-ADIC ANALYSIS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220571;"PLASMON ; NEONICS ; SURFACE ENHANCED SPECTROSCOPIES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220575;"CRISIS EDUCATIVA ; INNOVACION EDUCATIVA ; LIDERAZGO EDUCATIVO"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220576;"PRIMARY EDUCATION ; ENGLISH AS A FOREIGN LANGUAGE ; MOTIVATIONS AND ATTITUDES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220577;"LECTURA, HABILIDADES LECTORAS. ; PANDEMIA, ESTRES. ; MOTIVACION LECTORA, BRECHAS DE GENERO EN LECTURA."
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220579;"LOW DIMENSIONAL TOPOLOGY ; KNOT THEORY ; DIFFERENTIAL GEOMETRY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220581;"OCEANIC ISLANDS ; GENE FLOW ; GENETIC RESILIENCE;VULNERABILITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220582;"SMALL-HYDROCYCLONES, CLARIFIED WATER ; COMPUTATIONAL FLUID DYNAMICS ; MINERAL PROCESSING"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220583;"BLENDERS ; HETERODIMENSIONAL CYCLES AND HOMOCLINIC TANGENCIES ; ENTROPY FORMULA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220584;"AUCTION ; COMPETITION ; INFORMATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220586;"DECISION-DEPENDENT UNCERTAINTY ; VARIATIONAL ANALYSIS AND OPTIMIZATION ; STOCHASTIC GAME THEORY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220593;"HOST-PARASITE RELATIONSHIPS ; THERMAL PERFORMANCE CURVES ; ENVIRONMENTAL VARIABILITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220596;"FORMACION INICIAL PROFESORES DE CIENCIAS ; INDAGACION Y MODELIZACION ; SECUENCIAS ENSEÑANZA - APRENDIZAJE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220597;"UNIDADES DOMESTICAS ; TERRITORIOS FORESTALES;AGRO-FRUTICOLAS ; CONFLICTIVIDAD TERRITORIAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220598;"UV-B RADIATION ; VITAMIN D2 ; EDIBLE MUSHROOMS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220600;"PRINCIPIO DE PUBLICIDAD, CONFIDENCIALIDAD, SECRETOS EMPRESARIALES, PRIVACIDAD, DATOS PERSONALES ; DERECHO A SER OI&#769;DO, PRINCIPIO DE CONTRADICCIO&#769;N, DEBIDO PROCESO, DERECHO DE DEFENSA ; PUBLICIDAD MEDIATICA, JUICIOS PARALELOS, PROCESO PENAL, TRAMITACION ELECTRONICA, PROCESO CIVIL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220601;"ASTROCYTE-DERIVED EXTRACELLULAR VESICLES ; AXONAL PROTEIN SYNTHESIS ; MICRORNA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220605;"FORMADOR DE FORMADORES ; GENERO Y CIENCIAS ; FORMACION INICIAL DOCENTE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220610;"POLITICAS EN EDUCACION SUPERIOR ; REFORMA EDUCATIVA ; HISTORIA DE LA EDUCACION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220613;"HUELGAS GENERALES ; SINDICALISMO Y MOVIMIENTO LABORAL ; CONFLICTO POLITICO Y SOCIAL"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220617;"ROOT-ASSOCIATED BACTERIA ; VOLCANIC SOILS ; WATER STRESS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220618;"INFLUENZA A ; SWINE BREEDING HERDS ; CONTROL, SURVEILLANCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220619;"ESCRITURA PROFESIONAL, GENEROS DISCURSIVOS, LITERACIDAD EN ENTORNOS LABORALES, COMUNICACION CLARA ; MODELOS RETORICOS, VARIACION DISCIPLINAR, CONOCIMIENTO GENERICO, SENSIBILIDAD RETORICA, INGENIERIA ; DIFICULTADES DE ESCRITURA, TAREAS DE ESCRITURA, DERECHO, MEDICINA, EDUCACION, CIENCIAS AGRICOLAS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220622;"PROCESO CONTENCIOSO ADMINISTRATIVO ; DEBIDO PROCESO ; TUTELA JUDICIAL EFECTIVA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220624;"MITOCHONDRIAL TRANSPLANTATION AND TRANSFER ; SPINAL CORD AND AXON REGENERATION ; SPINAL CORD INJURY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220627;"ARTE Y ESTETICA ; DOCTRINAS, TEMPLOS INDIGENAS ; ARICA Y PARINACOTA, CHILE, VALLE DEL COLCA, AREQUIPA, PERU"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220630;"MULTILINGUALISM ; EDUCATION ; IMMIGRATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220631;"COMMINUTION ORE CHARACTERISATION ; GEOMETALURGICAL MODELLING ; GEOLOGICAL, GEOTECHNICAL AND MINERAL PROCESSING DATA INTEGRATION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220637;"CO2 CAPTURE FROM AMBIENT AIR ; NEGATIVE EMISSIONS ; ELECTRIC SWING ADSORPTION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220642;"MITOCHONDRIAL GENOMICS ; ADMIXED ; GENETIC MODIFIERS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220647;"MICROALGAE ; PHOTOSYNTETHIC MICP ; HEAVY METALS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220650;"BAND-DIVISION MULTIPLEXING ; SPATIAL-DIVISION MULTIPLEXING ; DATA SCIENCE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220656;"DIFFUSE POLLUTION ; MICROPLASTICS ; SLUDGE"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220657;"KININ RECEPTORS ; FOCAL ADHESIONS ; BREAST CANCER"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220663;"TIDAL CURRENTS ; TURBULENCE ; WAVES"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220667;"TRASTORNO ESPECIFICO DEL LENGUAJE TEL ; HABILIDADES LINGÜISTICAS ; MATEMATICAS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220670;"BILE SALTS, BILE ACIDS ; PIGMENTATION ; MICROBIOME"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220675;"ISO AND ANISOHYDRIC BEHAVIOR ; APOPLASTIC BARRIER ; WATER USE EFFICIENCY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220676;"ESTRUCTURAS DE OPORTUNIDAD ; TRANSICIONES EDUCACION Y TRABAJO ; EDUCACION TECNICA"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220683;"MICROSWIMMERS ; ACTIVE MATTER ; HYDRODYNAMIC INTERACTIONS"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220685;"CLIMATIC AND ENVIRONMENTAL RECONSTRUCTIONS ; FOSSIL BEETLES ; PLEISTONCE-HOLOCEN TRANSITION"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220688;"POLLEN-PISTIL INTERACTION ; SWEET CHERRY ; COMPATIBILITY"
FONDECYT;FONDECYT DE INICIACION EN INVESTIGACION 2022;11220691;"HOSPITAL NURSING STAFFING ; ADVERSE EVENTS ; PATIENT COMPLEXITY"
